ID,name,description,category_name,picture
874abb394e1a89b55d47cad53cb34a69,Korting HG 6115 CTRI,Тип подключения: газовая; Тип установки: независимый; Высота (см): 6.7; Ширина (см): 58.,Варочные панели,874abb394e1a89b55d47cad53cb34a69.jpeg
1c1f27e2a7c73359945e7508b2067f3b,Korting HG 6115 CTRN,Тип подключения: газовая; Тип установки: независимый; Высота (см): 6.7; Ширина (см): 58.,Варочные панели,1c1f27e2a7c73359945e7508b2067f3b.jpeg
1d5b4ee19f669e0594054d4e2970aff7,Zanussi GPZ263SS,Тип подключения: газовая; Тип установки: независимый; Высота (см): 4; Ширина (см): 59.5.,Варочные панели,1d5b4ee19f669e0594054d4e2970aff7.jpeg
1b999102e4e29d31ae9ce87608ef92aa,Zanussi GPZ263SB,Тип подключения: газовая; Тип установки: независимый; Высота (см): 4; Ширина (см): 59.5.,Варочные панели,1b999102e4e29d31ae9ce87608ef92aa.jpeg
ef7a37b067094bb0cbbfb505f25fe8a0,Zanussi GPZ363SS,Тип подключения: газовая; Тип установки: независимый; Высота (см): 4; Ширина (см): 59.5.,Варочные панели,ef7a37b067094bb0cbbfb505f25fe8a0.jpeg
ffb7ebdd53d92282bca7b7d44a2ab2e1,Zanussi GPZ363SB,Тип подключения: газовая; Тип установки: независимый; Высота (см): 4; Ширина (см): 59.5.,Варочные панели,ffb7ebdd53d92282bca7b7d44a2ab2e1.jpeg
b772d5c839a2bd5970e018e384ec45c5,Zanussi ZEV56340XB,Тип подключения: электрическая; Тип установки: независимый; Высота (см): 4; Ширина (см): 57.6.,Варочные панели,b772d5c839a2bd5970e018e384ec45c5.jpeg
27a0583b291617aebbc0eb5d2305045d,Korting HG 365 CTX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 4.9; Ширина (см): 30.,Варочные панели,27a0583b291617aebbc0eb5d2305045d.jpeg
a28653d18155ccda849fb52eb3fd3b72,Korting HG 465 CTX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 5.4; Ширина (см): 45.,Варочные панели,a28653d18155ccda849fb52eb3fd3b72.jpeg
fb7b846ef6a8db959bb6b597bb57888d,Korting HG 665 CTX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 5.6; Ширина (см): 59.,Варочные панели,fb7b846ef6a8db959bb6b597bb57888d.jpeg
b0abdeee2630688d9e6e9d2c50f3a245,Korting HG 665 CTGX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 4.9; Ширина (см): 58.,Варочные панели,b0abdeee2630688d9e6e9d2c50f3a245.jpeg
5fdd0ecdb0474b2c436c2679471178b3,Korting HG 665 CTW,Тип подключения: газовая; Тип установки: независимый; Высота (см): 4.9; Ширина (см): 58.,Варочные панели,5fdd0ecdb0474b2c436c2679471178b3.jpeg
8a69df1075b8edd0dd8c70e47f37caad,Korting HG 765 CTX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 6.4; Ширина (см): 68.,Варочные панели,8a69df1075b8edd0dd8c70e47f37caad.jpeg
ab14ec874fdc61d730d9fafcd1eceedb,Korting HG 965 CTX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 5.4; Ширина (см): 85.,Варочные панели,ab14ec874fdc61d730d9fafcd1eceedb.jpeg
f1b85f2c27a434b6be8c7817dc2d3d17,Korting HG 697 CX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 5.4; Ширина (см): 59.,Варочные панели,f1b85f2c27a434b6be8c7817dc2d3d17.jpeg
c544af2569b3ffdd5efd4fe1d2f9b74e,Korting HG 697 CTW,Тип подключения: газовая; Тип установки: независимый; Высота (см): 5.4; Ширина (см): 59.,Варочные панели,c544af2569b3ffdd5efd4fe1d2f9b74e.jpeg
f90ca80da101eaa66a1babb80c790434,Korting HG 797 CTX,Тип подключения: газовая; Тип установки: независимый; Высота (см): 5.4; Ширина (см): 75.,Варочные панели,f90ca80da101eaa66a1babb80c790434.jpeg
